month,day,hour,minute,ghi_w_m2,cloud_cover,season
1,4,22,0,0.0,0.24,Winter
1,4,22,15,0.0,0.24,Winter
1,4,22,30,0.0,0.24,Winter
1,4,22,45,0.0,0.24,Winter
1,4,23,0,0.0,0.24,Winter
1,4,23,15,0.0,0.24,Winter
1,4,23,30,0.0,0.24,Winter
1,4,23,45,0.0,0.24,Winter
1,5,0,0,0.0,0.14,Winter
1,5,0,15,0.0,0.14,Winter
1,5,0,30,0.0,0.14,Winter
1,5,0,45,0.0,0.14,Winter
1,5,1,0,0.0,0.14,Winter
1,5,1,15,0.0,0.14,Winter
1,5,1,30,0.0,0.14,Winter
1,5,1,45,0.0,0.14,Winter
1,5,2,0,0.0,0.14,Winter
1,5,2,15,0.0,0.14,Winter
1,5,2,30,0.0,0.14,Winter
1,5,2,45,0.0,0.14,Winter
1,5,3,0,0.0,0.14,Winter
1,5,3,15,0.0,0.14,Winter
1,5,3,30,0.0,0.14,Winter
1,5,3,45,0.0,0.14,Winter
1,5,4,0,0.0,0.14,Winter
1,5,4,15,0.0,0.14,Winter
1,5,4,30,0.0,0.14,Winter
1,5,4,45,0.0,0.14,Winter
1,5,5,0,0.0,0.14,Winter
1,5,5,15,0.0,0.14,Winter
1,5,5,30,0.0,0.14,Winter
1,5,5,45,0.0,0.14,Winter
1,5,6,0,0.0,0.14,Winter
1,5,6,15,0.0,0.14,Winter
1,5,6,30,0.0,0.14,Winter
1,5,6,45,0.0,0.14,Winter
1,5,7,0,0.0,0.14,Winter
1,5,7,15,47.41,0.14,Winter
1,5,7,30,90.08,0.14,Winter
1,5,7,45,134.62,0.14,Winter
1,5,8,0,178.27,0.14,Winter
1,5,8,15,218.27,0.14,Winter
1,5,8,30,263.77,0.14,Winter
1,5,8,45,294.72,0.14,Winter
1,5,9,0,338.78,0.14,Winter
1,5,9,15,395.64,0.14,Winter
1,5,9,30,420.96,0.14,Winter
1,5,9,45,449.13,0.14,Winter
1,5,10,0,496.4,0.14,Winter
1,5,10,15,496.35,0.14,Winter
1,5,10,30,528.42,0.14,Winter
1,5,10,45,532.96,0.14,Winter
1,5,11,0,562.18,0.14,Winter
1,5,11,15,568.67,0.14,Winter
1,5,11,30,619.25,0.14,Winter
1,5,11,45,620.29,0.14,Winter
1,5,12,0,630.15,0.14,Winter
1,5,12,15,625.93,0.14,Winter
1,5,12,30,632.26,0.14,Winter
1,5,12,45,615.43,0.14,Winter
1,5,13,0,575.56,0.14,Winter
1,5,13,15,576.03,0.14,Winter
1,5,13,30,548.09,0.14,Winter
1,5,13,45,568.36,0.14,Winter
1,5,14,0,543.98,0.14,Winter
1,5,14,15,524.22,0.14,Winter
1,5,14,30,463.1,0.14,Winter
1,5,14,45,448.43,0.14,Winter
1,5,15,0,420.33,0.14,Winter
1,5,15,15,375.2,0.14,Winter
1,5,15,30,347.87,0.14,Winter
1,5,15,45,308.42,0.14,Winter
1,5,16,0,272.2,0.14,Winter
1,5,16,15,229.81,0.14,Winter
1,5,16,30,175.87,0.14,Winter
1,5,16,45,136.44,0.14,Winter
1,5,17,0,89.3,0.14,Winter
1,5,17,15,44.88,0.14,Winter
1,5,17,30,0.0,0.14,Winter
1,5,17,45,0.0,0.14,Winter
1,5,18,0,0.0,0.14,Winter
1,5,18,15,0.0,0.14,Winter
1,5,18,30,0.0,0.14,Winter
1,5,18,45,0.0,0.14,Winter
1,5,19,0,0.0,0.14,Winter
1,5,19,15,0.0,0.14,Winter
1,5,19,30,0.0,0.14,Winter
1,5,19,45,0.0,0.14,Winter
1,5,20,0,0.0,0.14,Winter
1,5,20,15,0.0,0.14,Winter
1,5,20,30,0.0,0.14,Winter
1,5,20,45,0.0,0.14,Winter
1,5,21,0,0.0,0.14,Winter
1,5,21,15,0.0,0.14,Winter
1,5,21,30,0.0,0.14,Winter
1,5,21,45,0.0,0.14,Winter
1,5,22,0,0.0,0.14,Winter
1,5,22,15,0.0,0.14,Winter
1,5,22,30,0.0,0.14,Winter
1,5,22,45,0.0,0.14,Winter
1,5,23,0,0.0,0.14,Winter
1,5,23,15,0.0,0.14,Winter
1,5,23,30,0.0,0.14,Winter
1,5,23,45,0.0,0.14,Winter
1,6,0,0,0.0,0.39,Winter
1,6,0,15,0.0,0.39,Winter
1,6,0,30,0.0,0.39,Winter
1,6,0,45,0.0,0.39,Winter
1,6,1,0,0.0,0.39,Winter
1,6,1,15,0.0,0.39,Winter
1,6,1,30,0.0,0.39,Winter
1,6,1,45,0.0,0.39,Winter
1,6,2,0,0.0,0.39,Winter
1,6,2,15,0.0,0.39,Winter
1,6,2,30,0.0,0.39,Winter
1,6,2,45,0.0,0.39,Winter
1,6,3,0,0.0,0.39,Winter
1,6,3,15,0.0,0.39,Winter
1,6,3,30,0.0,0.39,Winter
1,6,3,45,0.0,0.39,Winter
1,6,4,0,0.0,0.39,Winter
1,6,4,15,0.0,0.39,Winter
1,6,4,30,0.0,0.39,Winter
1,6,4,45,0.0,0.39,Winter
1,6,5,0,0.0,0.39,Winter
1,6,5,15,0.0,0.39,Winter
1,6,5,30,0.0,0.39,Winter
1,6,5,45,0.0,0.39,Winter
1,6,6,0,0.0,0.39,Winter
1,6,6,15,0.0,0.39,Winter
1,6,6,30,0.0,0.39,Winter
1,6,6,45,0.0,0.39,Winter
1,6,7,0,0.0,0.39,Winter
1,6,7,15,36.1,0.39,Winter
1,6,7,30,76.73,0.39,Winter
1,6,7,45,106.27,0.39,Winter
1,6,8,0,146.77,0.39,Winter
1,6,8,15,178.31,0.39,Winter
1,6,8,30,206.99,0.39,Winter
1,6,8,45,242.43,0.39,Winter
1,6,9,0,285.0,0.39,Winter
1,6,9,15,305.14,0.39,Winter
1,6,9,30,346.31,0.39,Winter
1,6,9,45,368.54,0.39,Winter
1,6,10,0,398.75,0.39,Winter
1,6,10,15,421.78,0.39,Winter
1,6,10,30,426.26,0.39,Winter
1,6,10,45,437.92,0.39,Winter
1,6,11,0,464.82,0.39,Winter
1,6,11,15,490.9,0.39,Winter
1,6,11,30,480.45,0.39,Winter
1,6,11,45,490.71,0.39,Winter
1,6,12,0,483.09,0.39,Winter
1,6,12,15,502.22,0.39,Winter
1,6,12,30,502.63,0.39,Winter
1,6,12,45,490.8,0.39,Winter
1,6,13,0,468.12,0.39,Winter
1,6,13,15,478.98,0.39,Winter
1,6,13,30,477.29,0.39,Winter
1,6,13,45,430.56,0.39,Winter
1,6,14,0,439.11,0.39,Winter
1,6,14,15,402.09,0.39,Winter
1,6,14,30,401.26,0.39,Winter
1,6,14,45,355.08,0.39,Winter
1,6,15,0,339.35,0.39,Winter
1,6,15,15,317.47,0.39,Winter
1,6,15,30,285.2,0.39,Winter
1,6,15,45,239.78,0.39,Winter
1,6,16,0,214.1,0.39,Winter
1,6,16,15,180.25,0.39,Winter
1,6,16,30,143.84,0.39,Winter
1,6,16,45,108.58,0.39,Winter
1,6,17,0,74.51,0.39,Winter
1,6,17,15,37.39,0.39,Winter
1,6,17,30,0.0,0.39,Winter
1,6,17,45,0.0,0.39,Winter
1,6,18,0,0.0,0.39,Winter
1,6,18,15,0.0,0.39,Winter
1,6,18,30,0.0,0.39,Winter
1,6,18,45,0.0,0.39,Winter
1,6,19,0,0.0,0.39,Winter
1,6,19,15,0.0,0.39,Winter
1,6,19,30,0.0,0.39,Winter
1,6,19,45,0.0,0.39,Winter
1,6,20,0,0.0,0.39,Winter
1,6,20,15,0.0,0.39,Winter
1,6,20,30,0.0,0.39,Winter
1,6,20,45,0.0,0.39,Winter
1,6,21,0,0.0,0.39,Winter
1,6,21,15,0.0,0.39,Winter
1,6,21,30,0.0,0.39,Winter
1,6,21,45,0.0,0.39,Winter
1,6,22,0,0.0,0.39,Winter
1,6,22,15,0.0,0.39,Winter
1,6,22,30,0.0,0.39,Winter
1,6,22,45,0.0,0.39,Winter
1,6,23,0,0.0,0.39,Winter
1,6,23,15,0.0,0.39,Winter
1,6,23,30,0.0,0.39,Winter
1,6,23,45,0.0,0.39,Winter
1,7,0,0,0.0,0.01,Winter
1,7,0,15,0.0,0.01,Winter
1,7,0,30,0.0,0.01,Winter
1,7,0,45,0.0,0.01,Winter
1,7,1,0,0.0,0.01,Winter
1,7,1,15,0.0,0.01,Winter
1,7,1,30,0.0,0.01,Winter
1,7,1,45,0.0,0.01,Winter
1,7,2,0,0.0,0.01,Winter
1,7,2,15,0.0,0.01,Winter
1,7,2,30,0.0,0.01,Winter
1,7,2,45,0.0,0.01,Winter
1,7,3,0,0.0,0.01,Winter
1,7,3,15,0.0,0.01,Winter
1,7,3,30,0.0,0.01,Winter
1,7,3,45,0.0,0.01,Winter
1,7,4,0,0.0,0.01,Winter
1,7,4,15,0.0,0.01,Winter
1,7,4,30,0.0,0.01,Winter
1,7,4,45,0.0,0.01,Winter
1,7,5,0,0.0,0.01,Winter
1,7,5,15,0.0,0.01,Winter
1,7,5,30,0.0,0.01,Winter
1,7,5,45,0.0,0.01,Winter
1,7,6,0,0.0,0.01,Winter
1,7,6,15,0.0,0.01,Winter
1,7,6,30,0.0,0.01,Winter
1,7,6,45,0.0,0.01,Winter
1,7,7,0,0.0,0.01,Winter
1,7,7,15,51.32,0.01,Winter
1,7,7,30,99.15,0.01,Winter
1,7,7,45,149.13,0.01,Winter
1,7,8,0,200.04,0.01,Winter
1,7,8,15,240.54,0.01,Winter
1,7,8,30,296.02,0.01,Winter
1,7,8,45,333.5,0.01,Winter
1,7,9,0,370.19,0.01,Winter
1,7,9,15,433.48,0.01,Winter
1,7,9,30,452.1,0.01,Winter
1,7,9,45,490.4,0.01,Winter
1,7,10,0,528.81,0.01,Winter
1,7,10,15,548.49,0.01,Winter
1,7,10,30,593.23,0.01,Winter
1,7,10,45,600.11,0.01,Winter
1,7,11,0,627.82,0.01,Winter
1,7,11,15,656.49,0.01,Winter
1,7,11,30,680.99,0.01,Winter
1,7,11,45,670.84,0.01,Winter
1,7,12,0,657.19,0.01,Winter
1,7,12,15,691.93,0.01,Winter
1,7,12,30,667.87,0.01,Winter
1,7,12,45,649.76,0.01,Winter
1,7,13,0,668.23,0.01,Winter
1,7,13,15,623.12,0.01,Winter
1,7,13,30,625.12,0.01,Winter
1,7,13,45,587.34,0.01,Winter
1,7,14,0,593.05,0.01,Winter
1,7,14,15,554.4,0.01,Winter
1,7,14,30,520.89,0.01,Winter
1,7,14,45,500.16,0.01,Winter
1,7,15,0,445.68,0.01,Winter
1,7,15,15,411.39,0.01,Winter
1,7,15,30,368.84,0.01,Winter
1,7,15,45,345.68,0.01,Winter
1,7,16,0,290.97,0.01,Winter
1,7,16,15,243.44,0.01,Winter
1,7,16,30,195.99,0.01,Winter
1,7,16,45,148.42,0.01,Winter
1,7,17,0,100.53,0.01,Winter
1,7,17,15,50.44,0.01,Winter
1,7,17,30,0.0,0.01,Winter
1,7,17,45,0.0,0.01,Winter
1,7,18,0,0.0,0.01,Winter
1,7,18,15,0.0,0.01,Winter
1,7,18,30,0.0,0.01,Winter
1,7,18,45,0.0,0.01,Winter
1,7,19,0,0.0,0.01,Winter
1,7,19,15,0.0,0.01,Winter
1,7,19,30,0.0,0.01,Winter
1,7,19,45,0.0,0.01,Winter
1,7,20,0,0.0,0.01,Winter
1,7,20,15,0.0,0.01,Winter
1,7,20,30,0.0,0.01,Winter
1,7,20,45,0.0,0.01,Winter
1,7,21,0,0.0,0.01,Winter
1,7,21,15,0.0,0.01,Winter
1,7,21,30,0.0,0.01,Winter
1,7,21,45,0.0,0.01,Winter
1,7,22,0,0.0,0.01,Winter
1,7,22,15,0.0,0.01,Winter
1,7,22,30,0.0,0.01,Winter
1,7,22,45,0.0,0.01,Winter
1,7,23,0,0.0,0.01,Winter
1,7,23,15,0.0,0.01,Winter
1,7,23,30,0.0,0.01,Winter
1,7,23,45,0.0,0.01,Winter
1,8,0,0,0.0,0.16,Winter
1,8,0,15,0.0,0.16,Winter
1,8,0,30,0.0,0.16,Winter
1,8,0,45,0.0,0.16,Winter
1,8,1,0,0.0,0.16,Winter
1,8,1,15,0.0,0.16,Winter
1,8,1,30,0.0,0.16,Winter
1,8,1,45,0.0,0.16,Winter
1,8,2,0,0.0,0.16,Winter
1,8,2,15,0.0,0.16,Winter
1,8,2,30,0.0,0.16,Winter
1,8,2,45,0.0,0.16,Winter
1,8,3,0,0.0,0.16,Winter
1,8,3,15,0.0,0.16,Winter
1,8,3,30,0.0,0.16,Winter
1,8,3,45,0.0,0.16,Winter
1,8,4,0,0.0,0.16,Winter
1,8,4,15,0.0,0.16,Winter
1,8,4,30,0.0,0.16,Winter
1,8,4,45,0.0,0.16,Winter
1,8,5,0,0.0,0.16,Winter
1,8,5,15,0.0,0.16,Winter
1,8,5,30,0.0,0.16,Winter
1,8,5,45,0.0,0.16,Winter
1,8,6,0,0.0,0.16,Winter
